,Original JPG,Binary PNG,IoU,Recall
2174,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/2 (3-19-2018 10-15-14 AM)/2 07.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/2.1/2 07.png,0.09622480840193018,0.41442542787286063
2175,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 13.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 13.png,0.0,0.0
2176,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 27.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 27.png,0.0,0.0
2177,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 23.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 23.png,0.0,0.0
2178,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 25.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 25.png,0.0,0.0
2179,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 22.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 22.png,0.0,0.0
2180,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 09.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 09.png,0.2,0.49555273189326554
2181,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 15.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 15.png,0.0,0.0
2182,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 11.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 11.png,0.08734669458570146,0.3395348837209302
2183,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 02.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 02.png,0.08840470823941898,0.38369565217391305
2184,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 16.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 16.png,0.0,0.0
2185,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 10.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 10.png,0.12147361433786924,0.4873501997336884
2186,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 18.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 18.png,0.0,0.0
2187,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 21.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 21.png,0.0,0.0
2188,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 03.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 03.png,0.08102633355840648,0.40816326530612246
2189,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 07.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 07.png,0.13954281815080177,0.5012254901960784
2190,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 26.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 26.png,0.0,0.0
2191,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 17.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 17.png,0.0,0.0
2192,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 01.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 01.png,0.09915783754414562,0.3850210970464135
2193,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 28.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 28.png,0.08019697502638058,0.2508250825082508
2194,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 14.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 14.png,0.0,0.0
2195,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 12.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 12.png,0.0,0.0
2196,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 06.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 06.png,0.12934055431666136,0.5037220843672456
2197,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 05.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 05.png,0.09474912485414236,0.5024752475247525
2198,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 04.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 04.png,0.09716071893722324,0.44299287410926363
2199,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 24.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 24.png,0.0,0.0
2200,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 20.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 20.png,0.0,0.0
2201,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 08.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 08.png,0.09539473684210527,0.49271844660194175
2202,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3 (3-19-2018 10-15-20 AM)/3 19.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/11/3.1/3 19.png,0.0,0.0
2203,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/10/4 (3-19-2018 10-15-03 AM)/4 18.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/VuHuyHoang/10/4.1/4 18.png,0.0,0.0
