,Original JPG,Binary PNG,IoU,Recall
83,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/2/3 (3-23-2018 1-44-39 PM)/3 06.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/2/3.1/3 06.png,0.0,0.0
84,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/2/3 (3-23-2018 1-44-39 PM)/3 05.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/2/3.1/3 05.png,0.0,0.0
85,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/2/3 (3-23-2018 1-44-39 PM)/3 04.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/2/3.1/3 04.png,0.0,0.0
86,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/2/3 (3-23-2018 1-44-39 PM)/3 08.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/2/3.1/3 08.png,0.0,0.0
87,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 18.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 18.png,0.0,0.0
88,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 03.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 03.png,0.0,0.0
89,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 08.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 08.png,0.0,0.0
90,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 11.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 11.png,0.0,0.0
91,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 24.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 24.png,0.0,0.0
92,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 10.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 10.png,0.0,0.0
93,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 25.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 25.png,0.0,0.0
94,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 14.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 14.png,0.0,0.0
95,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 06.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 06.png,0.0,0.0
96,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 26.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 26.png,0.0,0.0
97,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 01.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 01.png,0.0,0.0
98,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 05.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 05.png,0.0,0.0
99,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 20.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 20.png,0.0,0.0
100,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 07.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 07.png,0.0,0.0
101,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 16.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 16.png,0.0,0.0
102,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 17.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 17.png,0.0,0.0
103,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 21.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 21.png,0.0,0.0
104,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 15.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 15.png,0.0,0.0
105,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 22.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 22.png,0.0,0.0
106,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 12.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 12.png,0.0,0.0
107,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 04.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 04.png,0.0,0.0
108,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 23.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 23.png,0.0,0.0
109,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 02.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 02.png,0.0,0.0
110,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 09.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 09.png,0.3845446182152714,0.4432661717921527
111,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 19.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 19.png,0.0,0.0
112,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4 (3-23-2018 1-45-22 PM)/4 13.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/4.1/4 13.png,0.0,0.0
113,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1 (3-23-2018 1-45-15 PM)/1 09.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1.1/1 09.png,0.0,0.0
114,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1 (3-23-2018 1-45-15 PM)/1 13.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1.1/1 13.png,0.0,0.0
115,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1 (3-23-2018 1-45-15 PM)/1 17.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1.1/1 17.png,0.0,0.0
116,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1 (3-23-2018 1-45-15 PM)/1 04.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1.1/1 04.png,0.0,0.0
117,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1 (3-23-2018 1-45-15 PM)/1 10.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1.1/1 10.png,0.0,0.0
118,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1 (3-23-2018 1-45-15 PM)/1 11.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1.1/1 11.png,0.0,0.0
119,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1 (3-23-2018 1-45-15 PM)/1 01.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1.1/1 01.png,0.0,0.0
120,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1 (3-23-2018 1-45-15 PM)/1 15.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1.1/1 15.png,0.0,0.0
121,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1 (3-23-2018 1-45-15 PM)/1 14.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1.1/1 14.png,0.0,0.0
